method,lr,bs,ep,f1,energy
PSO,2.4750634736760312e-05,16,2,0.6782496782496783,0.0005483191165631601
PSO,3.684080843458884e-05,16,2,0.8299319727891157,0.0005480819155609238
PSO,3.065250389473314e-05,16,3,0.8449961249031226,0.0008079369782658968
PSO,8.27501513453552e-06,8,2,0.3485342019543974,0.0007958041039378638
