method,lr,bs,ep,f1,energy
BO,3.407992235425921e-05,16,5,0.8678646934460887,0.005191097538909044
BO,2.844846350241394e-05,16,5,0.8718687936446922,0.005192019948763045
BO,4.809776226716145e-05,32,5,0.863440652914337,0.002212362564504848
BO,9.281002567998365e-06,16,5,0.8537420008895692,0.0016330665717977045
